key,en,es,ru,ko,ja,it,de,fr,nl,zh,ar,ur
immediateResolution,Immediate Resolution,Resolución inmediata,Немедленное разрешение,즉각적인 해결,即時解決,Risoluzione immediata,Sofortige Lösung,Résolution immédiate,Onmiddellijke oplossing,立即解决,قرار فوري,فوری حل
couponCode_veralusso,Coupon Code,Código promocional,код купона,쿠폰 코드,クーポンコード,codice coupon,Gutscheincode,Code promo,coupon code,优惠券代码,رمز الكوبون,کوپن کوڈ
ifYouHaveAnAccountSignInWithYourEmailAddress_veralusso,"If you have an account, sign in with your email address.","Si tiene una cuenta, inicie sesión con su dirección de correo electrónico.","Если у вас есть учетная запись, подпишите свой адрес электронной почты.",계정이있는 경우 이메일 주소로 로그인하십시오.,アカウントがある場合は、メールアドレスにサインインしてください。,"Se hai un account, accedi al tuo indirizzo email.","Wenn Sie ein Konto haben, melden Sie sich bei Ihrer E -Mail -Adresse an.","Si vous avez un compte, connectez-vous à votre adresse e-mail.","Als u een account heeft, logt u in met uw e -mailadres.",如果您有帐户，请登录您的电子邮件地址。,إذا كان لديك حساب ، فقم بتسجيل الدخول مع عنوان بريدك الإلكتروني.,اگر آپ کا کوئی اکاؤنٹ ہے تو ، اپنے ای میل ایڈریس کے ساتھ سائن ان کریں۔
contactRequired,Contact Number is required,Se requiere un número de contacto,Требуется контактный номер,연락처 번호가 필요합니다,連絡先番号が必要です,È richiesto il numero di contatto,Kontaktnummer ist erforderlich,Le numéro de contact est requis,Contactnummer is vereist,需要联系电话,رقم الاتصال مطلوب,رابطہ نمبر ضروری ہے
couponRemoved,Coupon Removed Successfully,Cupón eliminado con éxito,Купон удален успешно,쿠폰이 성공적으로 제거되었습니다,クーポンは正常に削除されました,Coupon rimosso con successo,Gutschein erfolgreich entfernt,Coupon supprimé avec succès,Coupon met succes verwijderd,优惠券成功删除,قسيمة تمت إزالتها بنجاح,کوپن نے کامیابی کے ساتھ ہٹا دیا
couponApplied,COUPON APPLIED SUCCESSFULLY. YOU SAVED,Cupón aplicado con éxito. SALVASTE,Купон применяется успешно. Вы спасли,쿠폰이 성공적으로 적용되었습니다. 당신은 저장했습니다,クーポンは正常に適用されました。あなたは保存した,Coupon applicato con successo. HAI SALVATO,Gutschein erfolgreich angewendet. DU HAST GESPEICHERT,Le coupon s'est appliqué avec succès. TU AS SAUVEGARDÉ,Coupon met succes toegepast. JIJ REDDE,优惠券成功应用。你救了,تم تطبيق القسيمة بنجاح. لقد أنقذت,کوپن نے کامیابی کے ساتھ درخواست دی۔ آپ نے بچایا
enterWebsiteUrl,Enter Website Url,Ingrese la URL del sitio web,Введите URL -адрес веб -сайта,웹 사이트 URL을 입력하십시오,WebサイトURLを入力してください,Inserisci l'URL del sito web,Geben Sie die Website der Website ein,Entrez l'URL du site Web,Voer website -URL in,输入网站URL,أدخل عنوان URL لموقع الويب,ویب سائٹ URL درج کریں
enterSurName,Enter Surname,Ingrese el apellido,Введите фамилию,성을 입력하십시오,姓を入力してください,Immettere il cognome,Geben Sie den Nachnamen ein,Entrer le nom de famille,In de achternaam invoeren,输入姓氏,أدخل اللقب,کنیت درج کریں
enterPassword,Enter Password,Introducir la contraseña,Введите пароль,암호를 입력,パスワードを入力する,Inserire la password,Passwort eingeben,Entrer le mot de passe,Voer wachtwoord in,输入密码,أدخل كلمة المرور,پاس ورڈ درج کریں
enterZip,Enter Zip/Postal code,Ingrese el código postal/postal,Введите ZIP/почтовый код,지퍼/우편 번호를 입력하십시오,zip/郵便番号を入力します,Immettere il codice zip/postale,Geben Sie die ZIP/Post -Code ein,Entrez le code zip / postal,Voer de zip/postcode in,输入zip/邮政编码,أدخل الرمز البريدي/الرمز البريدي,زپ/پوسٹل کوڈ درج کریں
enterPostcode,Enter Post Code,Ingrese el código postal,Введите почтовый код,우편 번호를 입력하십시오,郵便番号を入力します,Immettere il codice postale,Geben Sie die Postleitzahl ein,Entrez le code postal,Voer de postcode in,输入邮政编码,أدخل رمز البريد,پوسٹ کوڈ درج کریں
selectStateOrProvince,"Please select a region, state or province.","Seleccione una región, estado o provincia.","Пожалуйста, выберите регион, штат или провинция.","지역, 주 또는 지방을 선택하십시오.",地域、州、または州を選択してください。,"Seleziona una regione, uno stato o una provincia.","Bitte wählen Sie eine Region, einen Staat oder eine Provinz.","Veuillez sélectionner une région, un état ou une province.","Selecteer een regio, staat of provincie.",请选择一个地区，州或省。,يرجى اختيار منطقة أو ولاية أو مقاطعة.,براہ کرم ایک علاقہ ، ریاست یا صوبہ منتخب کریں۔
findBrands,Find Brands,Encuentra marcas,Найти бренды,브랜드를 찾으십시오,ブランドを見つけます,Trova marchi,Marken finden,Trouver des marques,Zoek merken,查找品牌,العثور على العلامات التجارية,برانڈز تلاش کریں
addProductToWishlist,Add product to your wishList,Agregue el producto a su lista de deseos,Добавьте продукт в свой список желаний,위시리스트에 제품을 추가하십시오,ウィッシュリストに製品を追加します,Aggiungi il prodotto alla tua lista dei desideri,Fügen Sie Produkt in Ihre Wunschliste hinzu,Ajouter un produit à votre liste de souhaits,Voeg product toe aan uw verlanglijstje,将产品添加到您的愿望清单,أضف منتجًا إلى قائمة الأمنيات الخاصة بك,اپنی خواہش کی فہرست میں پروڈکٹ شامل کریں
areYouSureWantToRemove,Are you sure you want to remove %s coupon code?,¿Estás seguro de que quieres eliminar el código de cupón %s?,"Вы уверены, что хотите удалить код купона %s?",%S 쿠폰 코드를 제거 하시겠습니까?,％Sクーポンコードを削除しますか？,Sei sicuro di voler rimuovere il codice coupon %S?,"Sind Sie sicher, dass Sie den Couponcode %S entfernen möchten?",Êtes-vous sûr de vouloir supprimer le code de coupon% S?,Weet u zeker dat u %S -couponcode wilt verwijderen?,您确定要删除％S优惠券代码吗？,هل أنت متأكد من أنك تريد إزالة رمز القسيمة ٪ s؟,کیا آپ واقعی ٪ کوپن کوڈ کو ہٹانا چاہتے ہیں؟
stateOrProvince,State/Province,Provincia del estado,Государство/провинция,주/지방,州/州,Stato/Provincia,Staat/Provinz,État / province,Staat/provincie,州/省,الدولة/المقاطعة,ریاست/صوبہ
thankYouInfluencer1,Thank you for your Interest in working with Veralusso,Gracias por su interés en trabajar con Veralusso,Спасибо за заинтересованность в работе с Veralusso,Veralusso와 함께 일하는 데 관심을 가져 주셔서 감사합니다,Veralussoと仕事をしてくれてありがとう,Grazie per il tuo interesse a lavorare con Veraluso,Vielen Dank für Ihr Interesse an der Arbeit mit Veralusso,Merci pour votre intérêt à travailler avec Veralusso,Bedankt voor je interesse om met Veralusso te werken,感谢您对与Veralusso合作的兴趣,شكرًا لك على اهتمامك بالعمل مع Veralusso,ورالوسو کے ساتھ کام کرنے میں آپ کی دلچسپی کا شکریہ
thankYouInfluencer2,One of our team members will be in touch soon,Uno de los miembros de nuestro equipo se pondrá en contacto pronto,Один из членов нашей команды скоро свяжется с,우리 팀원 중 한 명이 곧 연락 할 것입니다.,私たちのチームメンバーの一人はすぐに連絡を取ります,Uno dei membri del nostro team sarà presto in contatto,Eines unserer Teammitglieder wird bald in Kontakt sein,Un des membres de notre équipe sera bientôt en contact,Een van onze teamleden zal binnenkort contact opnemen,我们的团队成员很快就会与,سيكون أحد أعضاء فريقنا على اتصال قريبًا,ہماری ٹیم میں سے ایک ممبر جلد ہی رابطے میں ہوگا
thankYouInfluencer3,For any additional queries please write to,"Para cualquier consulta adicional, escriba a","Для любых дополнительных запросов, пожалуйста, напишите",추가 쿼리는 다음에 작성하십시오,追加のクエリについては、書いてください,"Per qualsiasi domanda aggiuntiva, scrivi a",Für weitere Fragen schreiben Sie bitte an,"Pour toute question supplémentaire, veuillez écrire à",Voor extra vragen kunt u schrijven,有关其他查询，请写信给,لأي استفسارات إضافية يرجى الكتابة إلى,کسی بھی اضافی سوالات کے لئے براہ کرم لکھیں
marriageAnniversary,Marriage Anniversary,Aniversario de boda,Годовщина свадьбы,결혼 기념일,結婚記念日,Anniversario di matrimonio,Hochzeitstag,Anniversaire de mariage,Trouwdag,结婚周年,الذكرى السنوية,شادی کی سالگرہ
notSetDefaultBilling,You Have Not Set a Default Billing Address.,No ha establecido una dirección de facturación predeterminada.,Вы не установили платежный адрес по умолчанию.,기본 청구 주소를 설정하지 않았습니다.,デフォルトの請求アドレスを設定していません。,Non hai impostato un indirizzo di fatturazione predefinito.,Sie haben keine Standard -Abrechnungsadresse festgelegt.,Vous n'avez pas défini d'adresse de facturation par défaut.,U hebt geen standaard factureringsadres ingesteld.,您尚未设置默认计费地址。,لم تقم بتعيين عنوان الفواتير الافتراضي.,آپ نے پہلے سے طے شدہ بلنگ ایڈریس مقرر نہیں کیا ہے۔
